text,label,label_id,topic,source,original_split
"chúng em đã gặp khó khắn với khổ giấy nhỏ , mô hình thì lớn và phức tạp .",Tiêu cực,0,3,UIT-VSFC,train
giảng quá nhiều không đánh vào trọng tâm .,Tiêu cực,0,0,UIT-VSFC,train
"em không muốn nói gì nhưng mong thầy xem lại cách đánh giá sinh viên để công bằng hơn , cái sinh viên không biết không phải chỉ ở cúp tiết mà còn ở cách giảng dạy , truyền đạt ở giảng viên , ví dụ như cô wzjwz324 , rất dễ hiểu , tận tâm .",Tiêu cực,0,0,UIT-VSFC,train
cô có nhiều hình thức giảng dạy hay .,Tích cực,2,0,UIT-VSFC,train
hơi khó .,Tiêu cực,0,0,UIT-VSFC,train
thầy đi trễ .,Tiêu cực,0,0,UIT-VSFC,train
giảng tốt .,Tích cực,2,0,UIT-VSFC,train
nói mở rộng nhiều vấn đề về môn học .,Tích cực,2,0,UIT-VSFC,train
cần tăng cường nội dung nghe và nói để sinh viên giao tiếp tốt hơn bằng tiếng anh .,Tiêu cực,0,1,UIT-VSFC,train
giảng viên tạo điều kiện làm nhiều bài tập .,Tiêu cực,0,0,UIT-VSFC,train
hỗ trợ thêm về các thiết bị dạy và học .,Tiêu cực,0,2,UIT-VSFC,train
ít giải bài tập trên lớp .,Tiêu cực,0,0,UIT-VSFC,train
chia sẻ .,Bình thường,1,1,UIT-VSFC,train
bám sát nội dung chính .,Tích cực,2,1,UIT-VSFC,train
cần thêm các đoạn code cho các giải thuật bổ sung các phương pháp để giải quyết các bài toán liệt kê .,Tiêu cực,0,1,UIT-VSFC,train
thông tin đầy đủ về bài tập và các nguồn tham khảo .,Tích cực,2,1,UIT-VSFC,train
"cô tận tâm , nhiệt tình , phương pháp dạy dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
"thầy giảng rất dễ hiểu và thú vị , thu hút .",Tích cực,2,0,UIT-VSFC,train
hướng dẫn chi tiết về cách thực hành .,Tích cực,2,0,UIT-VSFC,train
"giảng viên chỉ cho đồ án và giải đáp các yêu cầu đồ án , không cung cấp tài liệu hay hướng dẫn cơ bản , sinh viên tự tìm hiểu với lý do là hệ tài năng nên cần tự xoay sở .",Tiêu cực,0,0,UIT-VSFC,train
"môn học toàn kiến thức mới mẻ , giảng viên nên giảng chi tiết hơn .",Tiêu cực,0,0,UIT-VSFC,train
"đến khi cuối kỳ , chỉ cần sinh viên mắc một sai sót nhỏ thì sẽ rớt môn .",Tiêu cực,0,1,UIT-VSFC,train
"cần thay đổi cách dạy và nội dung học của phần thực hành , các bài thực hành hiện tại của môn mạng máy tính chưa đảm bảo hiệu quả .",Tiêu cực,0,1,UIT-VSFC,train
"thầy dạy hay , tận tình góp ý từng bài .",Tích cực,2,0,UIT-VSFC,train
"cơ sở vật chất , phỏng máy không đủ phích cắm cho dụng cụ thực hành và số lượng sinh viên , máy còn tiềm ẩn nhiều virus .",Tiêu cực,0,2,UIT-VSFC,train
"trên lớp lý thuyết giảng viên yêu cầu sinh viên phải thực hiện đồ án theo những gì mình hướng dẫn , những nhóm sinh viên bổ sung thêm những liên hệ thực tiễn đều bị cho là sai , không phù hợp với đồ án .",Tiêu cực,0,1,UIT-VSFC,train
thầy giảng bài hay và hiệu quả !,Tích cực,2,0,UIT-VSFC,train
giảng viên nhiệt tình vui vẻ .,Tích cực,2,0,UIT-VSFC,train
phòng học nên có rèm che sáng để khi chiếu slide được nhìn rõ hơn .,Tiêu cực,0,2,UIT-VSFC,train
"chương trình dạy lý thuyết và thực hành nên khớp với nhau hơn , tránh tình trạng thực hành trước khi học lý thuyết .",Tiêu cực,0,0,UIT-VSFC,train
"thầy giảng dạy nhiệt tình , dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
mong giảng viên ngày càng chấn chỉnh việc dạy học để các khoá sau được hiểu tốt hơn .,Tiêu cực,0,0,UIT-VSFC,train
"thầy dạy rất có tâm , và giảng cho sinh viên rất nhiều thứ !",Tích cực,2,0,UIT-VSFC,train
"nội dung khảo sat quá dài , nhiều mục lặp đi lặp lại , nhiều bạn khảo sát mà không cần đọc , toàn tích chàn .",Tiêu cực,0,1,UIT-VSFC,train
dạy tốt và rất nhiệt tình chỉ dạy hoc sinh .,Tích cực,2,0,UIT-VSFC,train
"nhiệt tình , tân tâm .",Tích cực,2,0,UIT-VSFC,train
"nhưng học mới thấy kiến thức thầy dạy rất hay , bám sát thực tế , thầy dạy rất nhiệt tình , vui vẻ , khác với mọi người nói .",Tích cực,2,0,UIT-VSFC,train
bài tập rất hay .,Tích cực,2,1,UIT-VSFC,train
thầy cô cần cho nhiều dạng bài tập sát với đề thi hơn .,Tiêu cực,0,0,UIT-VSFC,train
"thầy giảng hay nhưng nên tự tin hơn , nói to hơn để học sinh hiểu bài một cách rõ ràng hơn .",Tích cực,2,0,UIT-VSFC,train
"mong thầy vui tính , gần gũi với sinh viên hơn .",Tích cực,2,0,UIT-VSFC,train
"giáo viên vui tính , hòa đồng , nhiệt tình .",Tích cực,2,0,UIT-VSFC,train
cung cấp kiến thức trọng tâm .,Tích cực,2,1,UIT-VSFC,train
cố gắng truyền đạt một cách tốt nhất để sinh viên được hiểu .,Tích cực,2,0,UIT-VSFC,train
giọng của giảng viên nhỏ dù đã sử dụng micro .,Tiêu cực,0,0,UIT-VSFC,train
"dù phương pháp học tập này khá hiệu quả nhưng vẫn có chút nào đó nghi ngờ từ phần thuyết trình của các bạn , liệu các kiến thức đó có chuẩn xác và cập nhật chưa .",Bình thường,1,1,UIT-VSFC,train
giáo viên có phong cách giảng dạy nghiêm túc .,Tích cực,2,0,UIT-VSFC,train
"cô rất vui tính nà , không khí lớp lúc nào cũng vui hết , cô dạy rất hay , dễ hiểu !",Tích cực,2,0,UIT-VSFC,train
"giảng viên giảng dạy rất tốt , thường xuyên cung cấp thêm nhiều kiến thức .",Tích cực,2,0,UIT-VSFC,train
"thầy luôn nhiệt tình , có những chia sẻ rất gần gũi với sinh viên .",Tích cực,2,0,UIT-VSFC,train
có khả năng truyền đạt tốt .,Tích cực,2,0,UIT-VSFC,train
thậm chí còn không có bài nào khó bằng các bài trong nội dung của lớp chuyên tin ở các trường cấp 3 .,Tiêu cực,0,1,UIT-VSFC,train
thầy dạy tận tụy và tâm huyết .,Tích cực,2,0,UIT-VSFC,train
thầy nên có cách dạy mới cho môn học này để được kết quả tốt cho tất cả mọi người thay vì để rớt rất nhiều người !,Tiêu cực,0,0,UIT-VSFC,train
lịch thi thực hành cần được thông báo sớm tới sinh viên và phù hợp với thời gian môn học .,Tiêu cực,0,1,UIT-VSFC,train
cô nên giảng kỹ và chi tiết từng bài vì nhiều bài đa số các bạn chưa hiểu thì cô lại giảng nhanh để chuyển qua bài khác .,Tiêu cực,0,0,UIT-VSFC,train
dạy tốt đúng trọng tâm những gì cần biết .,Tích cực,2,0,UIT-VSFC,train
"nhiệt tình , lên lớp đúng giờ , dạy dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
"nếu em buồn ngủ , dù lên lớp em vẫn sẽ ngủ , mà ngủ ở trên lớp thì đau lưng và tê chân lắm .",Tiêu cực,0,3,UIT-VSFC,train
cơ mà em học môn này em hiểu colonlove .,Tích cực,2,3,UIT-VSFC,train
thiếu kinh nghiệm truyền đạt .,Tiêu cực,0,2,UIT-VSFC,train
bài giảng thú vị .,Tích cực,2,1,UIT-VSFC,train
em nghĩ nội dung thực hành nên gần với đồ án hơn .,Tiêu cực,0,1,UIT-VSFC,train
thầy nhiệt huyết và giảng bao quát đề cập đến nhiều khía cạnh của bài học vấn đề .,Tích cực,2,0,UIT-VSFC,train
giảng viên giảng bài kỹ .,Tích cực,2,0,UIT-VSFC,train
"hệ thống đồ án chấm điểm theo mức độ hoàn thành của sinh viên , tạo sự ganh đua không hề nhẹ với những nhóm làm chung đồ án , kích thích sáng tạo không ngừng tìm hiểu xây dựng thêm chức năng mới cho đồ án nếu muốn được điểm cao .",Tích cực,2,1,UIT-VSFC,train
"nhiệt tình , tâm huyết .",Tích cực,2,0,UIT-VSFC,train
ít chú trọng phần ngữ pháp .,Tiêu cực,0,1,UIT-VSFC,train
"giảng viên còn chưa tận tâm , phong cách giảng dạy chưa thu hút được sinh viên .",Tiêu cực,0,0,UIT-VSFC,train
"giảng rất dễ hiểu , hướng dẫn làm thực hành tốt .",Tích cực,2,0,UIT-VSFC,train
"thầy dạy rất nhiệt tình , khi dạy thầy luôn đi tới từng sinh viên để hướng dẫn .",Tích cực,2,0,UIT-VSFC,train
giảng viên nhiệt tình trong giảng dạy và chấm điểm .,Tích cực,2,0,UIT-VSFC,train
"cách truyền đạt kiến thức đối với em là rất hiệu quả , trao đổi bài với sinh viên , cô rất nhiệt tình !",Tích cực,2,0,UIT-VSFC,train
"giảng dạy hay , dễ hiểu , tận tình .",Tích cực,2,0,UIT-VSFC,train
"kiến thức rộng , kinh nghiệm thực tế nhiều , truyền cảm hứng cho sinh viên .",Tích cực,2,0,UIT-VSFC,train
cách dạy sáng tạo .,Tích cực,2,0,UIT-VSFC,train
giảng bài dễ tiếp thu .,Tích cực,2,0,UIT-VSFC,train
em rất hài lòng với cô .,Tích cực,2,0,UIT-VSFC,train
"thầy dạy dễ hiểu , sinh động .",Tích cực,2,0,UIT-VSFC,train
cô chưa nắm bắt được thực trạng học của sinh viên .,Tiêu cực,0,0,UIT-VSFC,train
ảnh hưởng đến tiến độ học tập và quỹ thời gian của sinh viên ( do học bù ) .,Tiêu cực,0,0,UIT-VSFC,train
cô giảng bài dễ hiểu .,Tích cực,2,0,UIT-VSFC,train
điều em hài lòng nhất đó là thầy đi rất đúng giờ và không dạy quá nhanh .,Tích cực,2,0,UIT-VSFC,train
nên có giáo trình thống nhất cho tất cả các lớp và học kỳ học .,Tiêu cực,0,1,UIT-VSFC,train
em nghĩ cần có các bài tập lớn để nâng cao khả năng lập trình của các sinh viên .,Tiêu cực,0,1,UIT-VSFC,train
rất nhiệt tình với sinh viên .,Tích cực,2,0,UIT-VSFC,train
"giảng viên có phương pháp giảng dạy hay , cập nhật , phù hợp với sinh viên .",Tích cực,2,0,UIT-VSFC,train
giảng dạy tốt và có tâm .,Tích cực,2,0,UIT-VSFC,train
dạy lý thuyết hơi nhiều .,Tiêu cực,0,0,UIT-VSFC,train
giảng viên chấm bài quy chụp theo kết quả .,Bình thường,1,0,UIT-VSFC,train
"thời lượng môn học quá dài , sinh viên cảm thấy mệt mỏi .",Tiêu cực,0,1,UIT-VSFC,train
giảng viên vui tính dễ tương tác với sinh viên .,Tích cực,2,0,UIT-VSFC,train
"nhiệt tình hay giúp đỡ sinh viên khi không biết , cho nhiều bài tập .",Tích cực,2,0,UIT-VSFC,train
"thầy cho điểm phần nào còn theo cảm tính , chưa được công bằng .",Tiêu cực,0,0,UIT-VSFC,train
thầy giảng dạy rất nhiệt tình .,Tích cực,2,0,UIT-VSFC,train
"thầy nhiệt tình , bài giảng phong phú đa dạng .",Tích cực,2,0,UIT-VSFC,train
không có gì đặc biệt .,Bình thường,1,3,UIT-VSFC,train
"mỗi tháng chỉ gặp giảng viên một lần rất khó cho việc học hỏi , hướng dẫn từ giáo viên .",Tiêu cực,0,0,UIT-VSFC,train
"thầy nên chuẩn bị riêng một slide cho mình để giảng dạy , không nên lấy slide của người khác rồi đến khi sơ sót , thầy lại lấy cái lý do "" đây không là slide của tôi "" , "" cái này tôi cũng không rõ nữa "" .",Tiêu cực,0,0,UIT-VSFC,train
thầy cho làm các bài tập tại lớp trong khi sinh viên chưa biết gì về vấn đề đó .,Tiêu cực,0,0,UIT-VSFC,train
đôi khi đi quá sâu vào một vấn đề bên lề .,Tiêu cực,0,0,UIT-VSFC,train
"giảng viên dạy tận tâm , nhiệt tình , dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
cô thật nhiệt tình .,Tích cực,2,1,UIT-VSFC,train
phòng thực hành tốt .,Tích cực,2,2,UIT-VSFC,train
"nói chuyện lan man , không liên quan đến môn học quá nhiều .",Tiêu cực,0,3,UIT-VSFC,train
giảng viên rất tận tâm .,Tích cực,2,0,UIT-VSFC,train
phân bổ hợp lý thời gian học và nên cho xem nhiều video hơn là nghe .,Tiêu cực,0,1,UIT-VSFC,train
"thầy bận nhiều nên cũng nghỉ nhiều , hi vọng thầy có thể sắp xếp thời gian .",Tiêu cực,0,0,UIT-VSFC,train
giáo viên sử dụng giờ trên lớp hiệu quả .,Tích cực,2,0,UIT-VSFC,train
"giáo viên tận tình , dạy truyền đạt tốt .",Tích cực,2,0,UIT-VSFC,train
"giảng viên dạy tốt , nhiệt tình .",Tích cực,2,0,UIT-VSFC,train
giảng viên tạo cảm hứng cho sinh viên học tập .,Tích cực,2,0,UIT-VSFC,train
chán .,Tiêu cực,0,0,UIT-VSFC,train
"thầy nhiệt tình , tận tâm giúp đỡ sinh viên .",Tích cực,2,0,UIT-VSFC,train
"dạy quá chậm , quá cặn kẽ .",Tiêu cực,0,0,UIT-VSFC,train
thầy wzjwz174 ít cho bài tập về nhà .,Tiêu cực,0,0,UIT-VSFC,train
thầy đôi khi nói hơi khó hiểu .,Tiêu cực,0,0,UIT-VSFC,train
"giảng viên tận tâm , nhiệt tình , hỗ trợ giải đáp thắc mắc môn học cho sinh viên .",Tích cực,2,0,UIT-VSFC,train
"nên đi sâu vào vấn đề , giúp sinh viên hiểu tốt môn học , và nên có những ứng dụng cụ thể mà môn học đem lại .",Tiêu cực,0,1,UIT-VSFC,train
làm bài tập .,Bình thường,1,3,UIT-VSFC,train
cứ ngỡ được 10 điểm là chắc chắn rồi .,Tiêu cực,0,1,UIT-VSFC,train
thầy yêu cầu quá cao đối với một sinh viên có thể tiếp thu mọi kỹ năng cần truyền đạt vào một đồ án .,Tiêu cực,0,0,UIT-VSFC,train
thêm phòng thiết bị để thực hành .,Tiêu cực,0,2,UIT-VSFC,train
dễ hiểu đầy đủ .,Tích cực,2,0,UIT-VSFC,train
điểm .,Bình thường,1,3,UIT-VSFC,train
"giáo viên tốt bụng , vui tính .",Tích cực,2,0,UIT-VSFC,train
"slide quá khó hiểu , nhiều chỗ không giải thích rõ ràng , đặc biệt là các bài hướng dẫn thực hành .",Tiêu cực,0,1,UIT-VSFC,train
"nói rõ mục tiêu cũng như các bước làm của lab , khối lượng bài tập vừa phải .",Tích cực,2,0,UIT-VSFC,train
giải đáp kịp thời những thắc mắc cho sinh viên .,Tích cực,2,0,UIT-VSFC,train
"giảng viên nhiệt tình , phương pháp dạy dễ tiếp cận , dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
"phòng học cần lắp thêm quạt và ổ cắm vì sinh viên phải sử dụng laptop để làm bài tập , cần có thêm màn che cửa sổ để có thể theo dõi bài giảng trên slide tốt hơn .",Tiêu cực,0,2,UIT-VSFC,train
bài tập không cho ví dụ về nhà để xem lại .,Tiêu cực,0,1,UIT-VSFC,train
giảng viên thiếu rất nhiều hoạt động để việc học bớt nhàm chán khi quá bám sát bài học .,Tiêu cực,0,0,UIT-VSFC,train
"thầy dạy dễ hiểu , rất hài lòng .",Tích cực,2,0,UIT-VSFC,train
"micro và các thiết bị âm thanh , máy chiếu cần nâng cấp .",Tiêu cực,0,2,UIT-VSFC,train
"cách giảng bài dễ hiểu , hay .",Tích cực,2,0,UIT-VSFC,train
đầy đủ kiến thức .,Tích cực,2,1,UIT-VSFC,train
chất lượng phòng máy rất tệ .,Tiêu cực,0,2,UIT-VSFC,train
"thầy giảng ngắn gọn , đầy đủ .",Tích cực,2,0,UIT-VSFC,train
tốt giỏi chu đáo .,Tích cực,2,0,UIT-VSFC,train
"tuy có phần chém gió kinh điển nhưng kiến thức , hiểu biết rộng , đặc biệt về công nghệ .",Tích cực,2,0,UIT-VSFC,train
"chờ học sinh gửi email mới show được slide to lên , giảng cho qua loa không hỏi học sinh có hiểu gì hay không ?",Tiêu cực,0,0,UIT-VSFC,train
tạo niềm vui cho bọn em tuy lý thuyết bọn em rất đuối sức .,Tích cực,2,0,UIT-VSFC,train
"nhiệt tình , truyền cảm hứng .",Tích cực,2,0,UIT-VSFC,train
"thầy hài hước , giọng truyền cảm .",Tích cực,2,0,UIT-VSFC,train
"thầy dạy rất nhiệt tình , tâm huyết , dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
không hiểu cách chấm bài thi của thầy .,Tiêu cực,0,0,UIT-VSFC,train
tiết học chưa được thu hút .,Tiêu cực,0,1,UIT-VSFC,train
giảng viên nên thay đổi phương pháp giảng dạy để tương tác nhiều hơn với sinh viên .,Tiêu cực,0,0,UIT-VSFC,train
cần vào thẳng nội dung .,Tiêu cực,0,1,UIT-VSFC,train
"thầy đẹp trai , dạy dễ hiểu , hay trò chuyện thực tiễn với học sinh .",Tích cực,2,0,UIT-VSFC,train
cô dạy trên lớp và thực hành tận tâm .,Tích cực,2,0,UIT-VSFC,train
em rất hài lòng về thầy .,Tích cực,2,0,UIT-VSFC,train
"thầy quá bảo thủ , thầy luôn cho rằng ý kiến của thầy là đúng nhất , ngoài ra mọi ý kiến khác đều sai .",Tiêu cực,0,0,UIT-VSFC,train
"thầy wzjwz252 giảng bài rất thu hút , kiến thức thầy rất rộng , luôn giải đáp thắc mắc cho sinh viên .",Tích cực,2,0,UIT-VSFC,train
"giảng viên rất hòa đồng vui vẻ , nhiệt tình trong giảng dạy .",Tích cực,2,0,UIT-VSFC,train
